book_id,title,authors,average_rating,ratings_count,original_publication_year,language_code
9174,"Captured (The Captive, #1)",Erica Stevens,4.06,12468,2012.0,en-GB
9175,Split Infinity  (Apprentice Adept #1),Piers Anthony,3.94,13299,1980.0,eng
9176,Sex God: Exploring the Endless Connections between Sexuality and Spirituality,Rob Bell,3.82,8999,2007.0,en-US
9177,A Vintage Affair,Isabel Wolff,3.8,11104,2009.0,en-GB
9178,The Buddha of Suburbia,Hanif Kureishi,3.72,8683,1990.0,eng
9179,"Breathe (Breathe, #1)",Sarah Crossan,3.69,13504,2012.0,en-US
9180,The Voice of the Night,"Brian Coffey, Dean Koontz",3.91,12897,1980.0,eng
9181,The Girl from Krakow,Alex Rosenberg,3.79,9585,2015.0,eng
9182,Justice: What's the Right Thing to Do?,Michael J. Sandel,4.25,8060,2009.0,en-US
9183,13 Hours: The Inside Account of What Really Happened In Benghazi,Mitchell Zuckoff,4.26,8692,2014.0,eng
9184,"Succubus Shadows (Georgina Kincaid, #5)",Richelle Mead,4.18,18822,2010.0,en-US
9185,Roses,Leila Meacham,4.02,10837,2010.0,en-US
9187,Letter to My Daughter,Maya Angelou,4.08,9933,2008.0,eng
9188,The Post-Birthday World,Lionel Shriver,3.52,10415,2007.0,eng
9189,The Man Who Walked Between the Towers,Mordicai Gerstein,4.14,12022,2003.0,en-GB
9191,The Double,"José Saramago, Margaret Jull Costa",3.84,6430,2002.0,en-US
9192,"Thorn Queen (Dark Swan, #2)",Richelle Mead,4.12,17026,2008.0,en-GB
9193,"Lost & Found (Rocky Pelligrino, #1)",Jacqueline Sheehan,3.71,9474,2007.0,eng
9196,Blackberry Winter,Sarah Jio,3.96,10907,2012.0,eng
9198,"An Acceptable Time (A Wrinkle in Time Quintet, #5)",Madeleine L'Engle,3.86,13596,1989.0,eng
9199,The Third Secret,Steve Berry,3.84,10809,2005.0,eng
9201,Love Bites (Argeneau #2),Lynsay Sands,4.12,17118,2004.0,eng
9202,Hard Choices,Hillary Rodham Clinton,3.57,8724,2013.0,eng
9203,"Batman: No Man's Land, Vol. 1","Bob Gale, Devin Grayson, Alex Maleev, Dale Eaglesham",4.11,9269,1999.0,eng
9205,Half Blood Blues,Esi Edugyan,3.63,8911,2011.0,eng
9206,The Kindness of Strangers,Katrina Kittle,4.0,10627,2006.0,en-US
9207,Emmy & Oliver,Robin Benway,3.91,13260,2015.0,eng
9208,The Sculptor,Scott McCloud,4.0,10038,2015.0,eng
9209,Roller Girl,Victoria Jamieson,4.27,18014,2015.0,eng
9210,The Best Nest,P.D. Eastman,4.19,11906,1968.0,en-US
9211,"Beyond Exile (Day by Day Armageddon,# 2)",J.L. Bourne,4.08,8923,2010.0,eng
9212,Braveheart,Randall Wallace,4.19,10729,1995.0,eng
9213,"Fables, Vol. 7: Arabian Nights [and Days] (Fables, #7)","Bill Willingham, Mark Buckingham, Steve Leialoha, Jim Fern, Jimmy Palmiotti, Andrew Pepoy",4.1,13772,2006.0,eng
9215,Fugitive Pieces,Anne Michaels,3.95,10642,1996.0,eng
9217,The Cobra Event,Richard   Preston,4.0,10505,1997.0,en-US
9218,"Everbound (Everneath, #2)",Brodi Ashton,4.06,15865,2013.0,en-US
9219,The Hole in Our Gospel: What does God expect of Us? The Answer that Changed my Life and Might Just Change the World,Richard Stearns,4.18,9512,2009.0,en-US
9221,رغم الفراق,نور عبدالمجيد,3.97,7822,2012.0,ara
9222,"Ghost Wars: The Secret History of the CIA, Afghanistan, and bin Laden from the Soviet Invasion to September 10, 2001",Steve Coll,4.28,9066,2004.0,eng
9223,La vida del Lazarillo de Tormes,Anonymous,3.49,7748,1554.0,spa
9224,Broken Grace,E.C. Diskin,3.92,10020,2015.0,eng
9225,The Midwich Cuckoos,John Wyndham,3.93,10841,1957.0,eng
9226,I Am Livia,Phyllis T. Smith,3.93,9302,2011.0,en-US
9227,Smoke Screen,Sandra Brown,3.98,11245,2008.0,en-US
9228,Bone: Tall Tales,"Jeff Smith, Thomas E. Sniegoski, Steve Hamaker",4.38,9084,2010.0,eng
9229,The Fourteenth Goldfish,"Jennifer L. Holm, Tad Carpenter",3.87,9532,2014.0,eng
9232,Libra,Don DeLillo,3.98,10195,1988.0,eng
9233,The Honourable Schoolboy,John le Carré,3.94,9346,1977.0,eng
9234,"Renegade's Magic (Soldier Son, #3)",Robin Hobb,3.46,10164,2007.0,eng
9235,"Second Shift: Order (Shift, #2)",Hugh Howey,4.26,10110,2012.0,eng
9236,"The Tenth Insight: Holding the Vision (Celestine Prophecy, #2)",James Redfield,3.61,8795,1996.0,en-CA
9237,"The Interpretation of Murder (Freud, #1)",Jed Rubenfeld,3.51,9781,2006.0,eng
9238,Superman: Birthright,"Mark Waid, Alfred Gough, Miles Millar, Dave McCaig, Gerry Alanguilan, Leinil Francis Yu",4.12,9253,2003.0,en-GB
9239,Curious George Visits the Library,"Margret Rey, H.A. Rey, Martha Weston",4.25,10561,2003.0,en-US
9240,Arthur & George,Julian Barnes,3.7,10131,2005.0,eng
9242,"Sins & Needles (The Artists Trilogy, #1)",Karina Halle,3.98,18391,2013.0,eng
9243,A Little History of the World,"E.H. Gombrich, Caroline Mustill, Clifford Harper",4.1,8297,1936.0,eng
9244,"Fire Burn and Cauldron Bubble (Jolie Wilkins, #1)",H.P. Mallory,3.85,10228,2010.0,eng
9245,"Fruits Basket, Vol. 4","Natsuki Takaya, Alethea Nibley, Athena Nibley",4.39,15336,2000.0,en-US
9246,"Women, Food and God: An Unexpected Path to Almost Everything",Geneen Roth,3.62,10201,2009.0,en-US
9247,Palace Walk (The Cairo Trilogy #1),"Naguib Mahfouz, William M. Hutchins, Olive E. Kenny",4.14,6423,1956.0,eng
9248,"First to Kill (Nathan McBride, #1)",Andrew  Peterson,4.03,7849,2008.0,eng
9250,"Still Foolin' 'Em: Where I've Been, Where I'm Going, and Where the Hell Are My Keys",Billy Crystal,3.89,8225,2013.0,eng
9251,"Lucky (Lucky Santangelo, #2)",Jackie Collins,4.08,9994,1985.0,en-US
9253,If Life Is a Bowl of Cherries What Am I Doing in the Pits?,Erma Bombeck,4.07,10861,1971.0,en-US
9254,"Vagabond (The Grail Quest, #2)",Bernard Cornwell,4.09,9680,2002.0,en-US
9256,"Sometimes Never (Sometimes Never, #1)",Cheryl McIntyre,3.94,15306,2012.0,eng
9257,"The Mystery Knight (The Tales of Dunk and Egg, #3)",George R.R. Martin,4.2,11058,2010.0,eng
9258,"Double Time (Sinners on Tour, #5)",Olivia Cunning,4.14,20484,2012.0,en-US
9259,"Red Glove (Curse Workers, #2)",Holly Black,3.98,16108,2011.0,en-US
9260,"The Magic (The Secret, #3)",Rhonda Byrne,4.14,8066,2012.0,eng
9262,Too Busy Not to Pray: Slowing Down to Be With God,"Bill Hybels, Lavonne Neff",4.14,8422,1988.0,en-US
9263,Indignation,Philip Roth,3.69,8585,2008.0,eng
9264,Open City,Teju Cole,3.5,9132,2011.0,eng
9265,"My Story: ""A Child Called It"", ""The Lost Boy"", ""A Man Named Dave""",Dave Pelzer,4.18,8201,1995.0,en-US
9266,"Witches of East End (The Beauchamp Family, #1)",Melissa de la Cruz,3.51,13806,2011.0,eng
9267,All He Ever Wanted,Anita Shreve,3.18,11514,2003.0,eng
9268,The Fifth Dominion (Imajica Part #1/2),Clive Barker,4.24,9421,1991.0,eng
9269,"Worth the Fight (MMA Fighter, #1)",Vi Keeland,4.06,20451,2013.0,eng
9270,Rose Daughter,Robin McKinley,3.77,15696,1997.0,eng
9271,"Fools Rush In (Weddings by Bella, #1)",Janice  Thompson,3.59,8692,2009.0,en-US
9273,"My Fair Lazy: One Reality Television Addict's Attempt to Discover If Not Being A Dumb Ass Is the New Black, or, a Culture-Up Manifesto",Jen Lancaster,3.91,11826,2010.0,eng
9274,"The Pagan Lord (The Saxon Stories, #7)",Bernard Cornwell,4.34,8218,2013.0,en-US
9276,The North Water,Ian McGuire,4.01,8732,2016.0,eng
9277,"The Forge of God (Forge of God, #1)",Greg Bear,3.86,10085,1987.0,eng
9278,"In the Clearing (Tracy Crosswhite, #3)",Robert Dugoni,4.25,14051,2016.0,eng
9279,"Hidden Order (Scot Harvath, #12)",Brad Thor,4.1,7857,2013.0,eng
9280,Eleanor of Aquitaine: A Life ,Alison Weir,3.97,11325,1999.0,en-US
9281,"Agamemnon (Oresteia, #1)","Aeschylus, Judith Affleck, Philip de May, Patricia E. Easterling, John     Harrison",3.82,11515,-458.0,eng
9282,"Staked (The Iron Druid Chronicles, #8)",Kevin Hearne,4.23,9082,2016.0,eng
9284,"Sweet Persuasion (Sweet, #2)",Maya Banks,4.09,16437,2009.0,eng
9285,"Redeemed (House of Night, #12)","P.C. Cast, Kristin Cast",3.95,11604,2014.0,eng
9286,"Do No Harm: Stories of Life, Death and Brain Surgery",Henry Marsh,4.22,7978,2014.0,eng
9287,Jennifer Government,Max Barry,3.65,9722,2002.0,eng
9289,"Dark Destiny (Dark, #13)",Christine Feehan,4.29,14613,2004.0,eng
9290,"Batman: The Dark Knight Strikes Again (The Dark Knight Saga, #2)","Frank Miller, Lynn Varley",3.21,11065,2001.0,eng
9291,Me: Stories of My Life,Katharine Hepburn,3.87,9312,1991.0,eng
9292,The Now Habit: A Strategic Program for Overcoming Procrastination and Enjoying Guilt-Free Play,Neil A. Fiore,3.88,9396,1988.0,eng
9293,"After Ever Happy (After, #4)",Anna Todd,4.08,12671,2015.0,en-US
9294,The Auschwitz Escape,Joel C. Rosenberg,4.32,7844,2014.0,eng
9295,Made in America: An Informal History of the English Language in the United States,Bill Bryson,3.89,9638,1994.0,en-US
9296,The Drama of the Gifted Child: The Search for the True Self,"Alice  Miller, Ruth Ward",4.09,9563,1979.0,en-GB
9298,The Case of Charles Dexter Ward,H.P. Lovecraft,4.2,10153,1941.0,eng
9299,Soon I Will Be Invincible,Austin Grossman,3.68,9878,2007.0,eng
9300,Paint it Black,Janet Fitch,3.47,9092,2006.0,eng
9301,"Ever After (Lost Love, #2)",Karen Kingsbury,4.31,9685,2006.0,en-US
9303,Mythologies,"Roland Barthes, Annette Lavers",4.11,9325,1957.0,eng
9304,Poetics,"Aristotle, Malcolm Heath",3.81,10347,-335.0,eng
9308,The Dark Is Rising Sequence  (The Dark Is Rising #1-5),Susan Cooper,4.29,11988,1984.0,eng
9309,The Flight of Gemma Hardy,Margot Livesey,3.59,12391,2012.0,eng
9310,"Saint (Paradise, #2)",Ted Dekker,4.04,10594,2006.0,en-US
9311,Groundwork of the Metaphysics of Morals,"Immanuel Kant, Mary J. Gregor, Christine M. Korsgaard",3.78,9104,1785.0,eng
9312,"Crimson Shore (Pendergast, #15)","Douglas Preston, Lincoln Child",4.0,7174,2015.0,eng
9313,More Than Human,Theodore Sturgeon,3.98,10733,1953.0,eng
9314,"Burn (Michael Bennett, #7)","James Patterson, Michael Ledwidge",3.88,6866,2014.0,eng
9315,The King's Agent,Donna Russo Morin,3.81,8250,2012.0,en-US
9316,The Healer (O'Malley #5),Dee Henderson,4.4,11245,2002.0,eng
9318,The Guardian (O'Malley #2),Dee Henderson,4.4,11474,2001.0,eng
9319,"Ouran High School Host Club, Vol. 15 (Ouran High School Host Club, #15)",Bisco Hatori,4.54,10743,2009.0,eng
9320,Naïve. Super,"Erlend Loe, Tor Ketil Solberg",3.89,8642,1996.0,eng
9321,キスよりも早く1 [Kisu Yorimo Hayaku 1] (Faster than a Kiss #1),"Meca Tanaka, 田中メカ",4.23,11232,2007.0,jpn
9322,"The Noticer: Sometimes, All a Person Needs Is a Little Perspective",Andy Andrews,4.17,8335,2009.0,eng
9323,Under the Net,Iris Murdoch,3.76,9506,1954.0,eng
9325,"Lenobia's Vow (House of Night Novellas, #2)","P.C. Cast, Kristin Cast",4.16,12649,2012.0,en-US
9326,"The Goal (Off-Campus, #4)",Elle Kennedy,4.05,14560,2016.0,eng
9327,"Artemis Fowl Boxed Set, Bks 1-5 (Artemis Fowl, #1-5)",Eoin Colfer,4.29,10692,2003.0,en-US
9328,"The Boyfriend Thief (Stolen Kiss, #1)",Shana Norris,3.74,12080,2011.0,eng
9329,"The Lewis Man (The Lewis Trilogy, #2)",Peter  May,4.2,7870,2011.0,eng
9330,"The Elves of Cintra (Genesis of Shannara, #2)",Terry Brooks,4.09,10663,2007.0,eng
9331,"Priestess of the White (Age of the Five, #1)",Trudi Canavan,3.84,10552,2005.0,eng
9332,"The Vision (Fallen Star, #3)",Jessica Sorensen,4.15,12519,2011.0,eng
9333,The Gemini Contenders,Robert Ludlum,3.87,10428,1976.0,eng
9334,"The Field of Swords (Emperor, #3)",Conn Iggulden,4.26,9293,2005.0,en-US
9335,Abandon,Blake Crouch,3.74,4713,2009.0,en-US
9336,"Final Jeopardy (Alexandra Cooper, #1)",Linda Fairstein,3.9,11250,1996.0,en-US
9338,"The Haunted (The Hollow, #2)",Jessica Verday,4.15,12890,2010.0,en-CA
9339,The Protector (O'Malley #4),Dee Henderson,4.38,10704,2001.0,eng
9340,Tell Me Three Things,Julie Buxbaum,4.1,15565,2016.0,eng
9341,"The It Girl (It Girl, #1)",Cecily von Ziegesar,3.66,11929,2005.0,eng
9342,Single White Vampire (Argeneau #3),Lynsay Sands,4.16,16618,2003.0,eng
9345,Diary ng Panget,"HaveYouSeenThisGirL, Jan Irene Villar",4.4,7016,2013.0,fil
9346,"Call Me Irresistible (Wynette, Texas #5)",Susan Elizabeth Phillips,4.07,15449,2010.0,eng
9347,Who Will Cry When You Die? Life Lessons from the Monk Who Sold His Ferrari,Robin S. Sharma,3.93,7174,1999.0,eng
9348,Promise Not to Tell,Jennifer McMahon,3.62,11775,2007.0,eng
9349,"A Modern Witch (A Modern Witch, #1)",Debora Geary,3.73,11264,2011.0,eng
9350,The Traveler's Gift: Seven Decisions that Determine Personal Success,Andy Andrews,4.1,8055,2002.0,eng
9351,"Shine Not Burn (Shine Not Burn, #1)",Elle Casey,4.07,14739,2013.0,eng
9353,Si-cology 1: Tales and Wisdom from Duck Dynasty’s Favorite Uncle,"Si Robertson, Mark Schlabach",3.94,7329,2013.0,eng
9354,"Darth Paper Strikes Back (Origami Yoda, #2)",Tom Angleberger,4.12,10798,2011.0,eng
9355,"The Girl in the Steel Corset (Steampunk Chronicles, #1)",Kady Cross,3.81,17825,2011.0,eng
9356,"Gut gegen Nordwind (Gut gegen Nordwind, #1)",Daniel Glattauer,3.88,6874,2006.0,ger
9357,My Brother Sam Is Dead,"James Lincoln Collier, Christopher Collier",3.39,12817,1974.0,eng
9358,Dream Man,Linda Howard,4.04,14604,1994.0,eng
9359,Rubicon: The Last Years of the Roman Republic,Tom Holland,4.17,9224,2003.0,eng
9360,"The Green Mile, Part 6: Coffey on the Mile",Stephen King,4.55,11936,1996.0,eng
9361,Catalyst,Laurie Halse Anderson,3.62,13840,2002.0,en-US
9362,"Nice Girls Don't Have Fangs (Jane Jameson, #1)",Molly Harper,3.92,18122,2009.0,en-US
9363,Belinda,"Anne Rice, Anne Rampling",3.6,10018,1986.0,en-US
9364,"When Beauty Tamed the Beast (Fairy Tales, #2)",Eloisa James,4.06,16245,2011.0,eng
9366,"The Gift (Crown's Spies, #3)",Julie Garwood,4.17,13977,1991.0,eng
9367,My Friend Dahmer,Derf Backderf,3.88,11563,2012.0,eng
9368,"The Lion's Lady (Crown's Spies, #1)",Julie Garwood,4.16,15614,1988.0,eng
9370,Heart on a Chain,Cindy C. Bennett,4.04,16007,2010.0,en-GB
9372,Babe: The Gallant Pig,"Dick King-Smith, Maggie Kneen",4.05,11229,1983.0,eng
9373,Wishin' and Hopin',Wally Lamb,3.52,10966,2009.0,eng
9374,"Dream Team: How Michael, Magic, Larry, Charles, and the Greatest Team of All Time Conquered the World and Changed the Game of Basketball Forever",Jack McCallum,4.16,8000,2012.0,eng
9375,Influencer: The Power to Change Anything,"Kerry Patterson, Joseph Grenny, David Maxfield, Ron McMillan, Al Switzler",3.98,8036,2007.0,en-GB
9376,The Hand of Oberon (The Chronicles of Amber #4),Roger Zelazny,4.19,12627,1976.0,eng
9377,"No Place to Run (KGI, #2)",Maya Banks,4.29,16649,2010.0,eng
9378,"The Dragonslayer (Bone, #4)","Jeff Smith, Steve Hamaker",4.33,11044,1997.0,eng
9380,"A Week to Be Wicked (Spindle Cove, #2)",Tessa Dare,4.12,14615,2012.0,eng
9381,Rain Reign,Ann M. Martin,4.21,11872,2014.0,eng
9382,"Claimed By Shadow (Cassandra Palmer, #2)",Karen Chance,3.98,18318,2007.0,en-US
9383,"Meet Samantha: An American Girl (American Girls: Samantha, #1)","Susan S. Adler, Renée Graef, Nancy Niles",3.95,15460,1986.0,eng
9384,The Secret Scripture,Sebastian Barry,3.75,9565,2008.0,eng
9385,Batwoman: Elegy,"Greg Rucka, J.H. Williams III, Rachel Maddow",4.16,11001,2010.0,eng
9386,When the Emperor Was Divine,Julie Otsuka,3.7,11529,2002.0,eng
9387,"Foreplay (The Ivy Chronicles, #1)",Sophie Jordan,3.94,14461,2013.0,eng
9388,"Night Prey (Lucas Davenport, #6)",John Sandford,4.14,11975,1994.0,eng
9389,"Clouds of Witness (Lord Peter Wimsey, #2)",Dorothy L. Sayers,4.04,12013,1926.0,eng
9390,"Body Movers (Body Movers, #1)",Stephanie Bond,3.84,10719,2006.0,eng
9392,Lincoln in the Bardo,George Saunders,3.93,20373,2017.0,eng
9393,"Zero History (Blue Ant, #3)",William Gibson,3.93,10394,2010.0,eng
9394,Sophie & Carter,Chelsea Fine,3.83,11849,2011.0,eng
9395,"Small Steps (Holes, #2)",Louis Sachar,3.69,11837,2006.0,eng
9396,The Wicked Girls,Alex Marwood,3.48,9180,2008.0,eng
9397,"Agents of Light and Darkness (Nightside, #2)",Simon R. Green,4.0,12827,2003.0,eng
9398,Stand on Zanzibar,John Brunner,3.96,11021,1968.0,eng
9399,Homer's Odyssey,Gwen Cooper,4.18,9907,2009.0,en-US
9400,"Sad Cypress (Hercule Poirot, #21)",Agatha Christie,3.83,12538,1940.0,eng
9401,Avatar Volume 1: The Last Airbender (Avatar #1),"Michael Dante DiMartino, Bryan Konietzko",4.52,8261,2006.0,eng
9402,"Five Go to Smuggler's Top (Famous Five, #4)",Enid Blyton,4.03,10441,1942.0,eng
9403,"Indemnity Only (V.I. Warshawski, #1)",Sara Paretsky,3.89,11954,1982.0,eng
9404,"Five Run Away Together (Famous Five, #3)",Enid Blyton,4.03,10698,1944.0,en-US
9405,The Promise,Danielle Steel,3.93,9836,1977.0,en-US
9406,A Redbird Christmas,Fannie Flagg,3.86,11101,2004.0,eng
9407,The Haj,Leon Uris,3.99,10060,1984.0,eng
9408,"The Darkest Road (The Fionavar Tapestry, #3)",Guy Gavriel Kay,4.18,11755,1986.0,eng
9410,Rogues,"George R.R. Martin, Gardner R. Dozois, Joe Abercrombie, Gillian Flynn, Matthew Hughes, Joe R. Lansdale, Michael Swanwick, David  Ball, Carrie Vaughn, Scott Lynch, Bradley Denton, Cherie Priest, Daniel Abraham, Paul Cornell, Steven Saylor, Garth Nix, Walter Jon Williams, Phyllis Eisenstein, Lisa Tuttle, Neil Gaiman, Connie Willis, Patrick Rothfuss",3.86,10135,2014.0,eng
9411,"The Midwife's Revolt (The Midwife Series, #1)",Jodi Daynard,3.97,8780,2012.0,eng
9412,"Bound by Honor (Born in Blood Mafia Chronicles, #1)",Cora Reilly,4.14,15138,2014.0,eng
9413,Anti-Stepbrother,Tijan,4.14,10334,2016.0,eng
9414,"Deeper Than Midnight (Midnight Breed, #9)",Lara Adrian,4.29,16679,2011.0,en-US
9415,"Mercy Blade (Jane Yellowrock, #3)",Faith Hunter,4.21,14856,2011.0,eng
9417,"Skippyjon Jones in Mummy Trouble (Skippyjon Jones, #3)",Judy Schachner,4.25,11076,2006.0,en-US
9418,Daily Rituals: How Artists Work,Mason Currey,3.66,8565,2013.0,eng
9419,"The Boy Who Came Back from Heaven: A Remarkable Account of Miracles, Angels, and Life beyond This World","Kevin Malarkey, Alex Malarkey",3.89,8945,2010.0,eng
9420,"Knight & Stay (Knight, #2)",Kitty French,4.19,18124,2013.0,eng
9421,"An Incomplete Revenge (Maisie Dobbs, #5)",Jacqueline Winspear,4.09,11579,2008.0,en-GB
9422,The Night Sister,Jennifer McMahon,3.67,10219,2015.0,eng
9423,You Don't Have to Say You Love Me,Sarra Manning,3.97,12898,2011.0,eng
9424,"Tales from Earthsea (Earthsea Cycle, #5)",Ursula K. Le Guin,4.0,11530,2001.0,eng
9425,The Sound of Things Falling,"Juan Gabriel Vásquez, Anne McLean",3.74,6113,2011.0,eng
9426,"Maid for the Billionaire (Legacy Collection, #1)",Ruth Cardello,3.77,11539,2011.0,eng
9427,Ashley Bell,Dean Koontz,3.59,8118,2015.0,eng
9428,Johnny Mnemonic,"William Gibson, Terry Bisson",3.75,9564,1981.0,en-US
9429,"Rogue Squadron (Star Wars: X-Wing, #1)",Michael A. Stackpole,4.02,11405,1996.0,en-GB
9431,"The Chase (Isaac Bell, #1)",Clive Cussler,3.92,10998,2007.0,en-US
9432,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,"Neil Postman, Andrew Postman",4.14,9736,1985.0,eng
9433,"Nerilka's Story (Pern, #8)",Anne McCaffrey,3.78,12936,1986.0,eng
9435,Hairy Maclary from Donaldson's Dairy,Lynley Dodd,4.28,11051,1983.0,eng
9436,Wonderful Tonight,"Pattie Boyd, Penny Junor",3.65,8254,2007.0,en-US
9437,The Obituary Writer,Ann Hood,3.7,5178,2013.0,eng
9438,"Tunnels (Tunnels, #1)","Roderick Gordon, Brian  Williams",3.57,11678,2007.0,en-CA
9439,The Beatles: The Biography,Bob Spitz,4.13,8120,2005.0,en-US
9441,The Incredible Hulk: Planet Hulk,"Greg Pak, Aaron Lopresti, Carlo Pagulayan, Juan Santacruz, Gary Frank, Takeshi Miyazawa",4.23,8680,2007.0,eng
9443,"Rumors of War (Children of the Promise, #1)",Dean Hughes,4.25,9995,1997.0,en-US
9444,"Journal 64 (Afdeling Q, #4)",Jussi Adler-Olsen,4.04,5044,2010.0,dan
9445,بضع ساعات في يوم ما,محمد صادق,3.14,7806,2012.0,ara
9446,The Single Girl's To-Do List,Lindsey Kelk,3.94,9829,2011.0,eng
9447,"Rama Revealed (Rama, #4)","Arthur C. Clarke, Gentry Lee",3.72,9015,1993.0,eng
9448,"The Redhead Revealed (Redhead, #2)",Alice Clayton,4.2,15464,2010.0,eng
9450,"Clariel (Abhorsen, #4)",Garth Nix,3.79,10616,2014.0,eng
9451,"Death at La Fenice (Commissario Brunetti, #1)",Donna Leon,3.81,11705,1992.0,en-US
9452,"The Big Nowhere (L.A. Quartet, #2)",James Ellroy,4.11,9249,1988.0,eng
9456,Dibs in Search of Self,Virginia M. Axline,4.13,8905,1964.0,en-US
9457,"Fruits Basket, Vol. 14","Natsuki Takaya, Alethea Nibley, Athena Nibley",4.46,13072,2004.0,en-US
9458,"Hawkeye, Volume 2: Little Hits","Matt Fraction, David Aja, Francesco Francavilla, Steve Lieber, Jesse Hamm, Annie Wu, Matt Hollingsworth, Chris Eliopoulos",4.27,15547,2013.0,eng
9460,Too Loud a Solitude,Bohumil Hrabal,4.17,5468,1976.0,eng
9461,A Series of Unfortunate Events Box: The Complete Wreck (Books 1-13),"Lemony Snicket, Brett Helquist",4.28,11240,2006.0,en-GB
9462,"Midnight in Austenland (Austenland, #2)",Shannon Hale,3.5,13960,2012.0,en-US
9463,Pebble in the Sky (Galactic Empire #3),Isaac Asimov,3.85,11335,1950.0,eng
9464,Too Good to Be True,Kristan Higgins,3.9,14745,2009.0,eng
9465,"Ultimate Spider-Man, Volume 1: Power and Responsibility","Brian Michael Bendis, Mark Bagley",4.06,10462,2001.0,eng
9466,"Independence (Significance, #4)",Shelly Crane,4.32,14408,2012.0,eng
9467,"Night Owl (Night Owl, #1)",M. Pierce,4.03,8053,2013.0,eng
9468,"Mortal Prey (Lucas Davenport, #13)",John Sandford,4.2,11272,2002.0,en-US
9469,"One, Two, Buckle My Shoe (Hercule Poirot, #22)","Agatha Christie, Hugh Fraser",3.74,11285,1940.0,eng
9470,"Gemina (The Illuminae Files, #2)","Amie Kaufman, Jay Kristoff, Marie Lu",4.56,10960,2016.0,eng
9471,Staying Fat for Sarah Byrnes,Chris Crutcher,3.94,11544,1993.0,en-US
9472,Lorna Doone,"R.D. Blackmore, Michelle Allen",3.71,11716,1869.0,eng
9473,Maktub,Paulo Coelho,3.41,5902,1994.0,spa
9474,"Head Over Heels (Lucky Harbor, #3)",Jill Shalvis,4.16,16560,2011.0,eng
9475,Adam,Ted Dekker,3.93,9903,2008.0,eng
9476,"The Clocks (Hercule Poirot, #34)","Agatha Christie, Robin Bailey",3.71,12335,1963.0,eng
9477,The One I Left Behind,Jennifer McMahon,3.76,10266,2013.0,en-US
9478,Tao of Pooh and Te of Piglet Boxed Set,Benjamin Hoff,4.15,8206,1992.0,eng
9479,Manga Classics: Les Misérables,"Stacy King, SunNeko Lee, Crystal S. Chan, Victor Hugo",4.1,6691,2014.0,eng
9480,"The Orc King (Forgotten Realms: Transitions, #1; Legend of Drizzt, #17)",R.A. Salvatore,4.11,9012,2007.0,en-US
9481,"The Dolphins of Pern (Pern, #13)",Anne McCaffrey,3.94,12938,1994.0,eng
9483,Any Human Heart,William  Boyd,4.26,8365,2002.0,en-GB
9484,"The Abduction (Theodore Boone, #2)",John Grisham,3.76,9346,2010.0,eng
9485,"The Beggar King (The Hangman's Daughter, #3)","Oliver Pötzsch, Lee Chadeayne",3.95,10271,2010.0,eng
9486,"Fifty Shades Duo: Fifty Shades Darker / Fifty Shades Freed (Fifty Shades, #2-3)",E.L. James,4.41,8227,2012.0,en-GB
9487,La Carte et le territoire,Michel Houellebecq,3.93,5631,2010.0,fre
9488,"Festive in Death (In Death, #39)",J.D. Robb,4.26,9784,2014.0,eng
9489,"Rainbow Boys (Rainbow Trilogy, #1)",Alex   Sanchez,3.85,11146,2001.0,eng
9491,A Bite to Remember (Argeneau #5),Lynsay Sands,4.23,16516,2006.0,eng
9492,"The Nightmare (Joona Linna, #2)","Lars Kepler, Laura A. Wideburg",3.78,6917,2010.0,en-US
9493,The Reef,Nora Roberts,3.89,13932,1998.0,en-US
9494,"They Do It with Mirrors (Miss Marple, #6)",Agatha Christie,3.74,13214,1952.0,eng
9495,5 Very Good Reasons to Punch a Dolphin in the Mouth and Other Useful Guides,Matthew Inman,4.11,9469,2010.0,eng
9496,Just a Mess (Little Critter),Mercer Mayer,4.23,10772,1987.0,eng
9498,"The Gods of War (Emperor, #4)",Conn Iggulden,4.29,8984,2006.0,en-US
9500,"Heaven (Halo, #3)",Alexandra Adornetto,3.91,14520,2012.0,eng
9501,The Last Time We Say Goodbye,Cynthia Hand,4.11,11063,2015.0,eng
9503,"Out of Egypt (Christ the Lord, #1)",Anne Rice,3.56,10729,2005.0,eng
9504,"The Obelisk Gate (The Broken Earth, #2)",N.K. Jemisin,4.36,9481,2016.0,eng
9505,Reasons to Stay Alive,Matt Haig,4.17,11307,2015.0,eng
9506,The Children's Book,A.S. Byatt,3.66,10985,2009.0,eng
9507,Tough Customer (Mitchell & Associates #2),Sandra Brown,3.95,8823,2010.0,en-US
9508,The Shadowy Horses,Susanna Kearsley,3.92,10640,1997.0,eng
9509,"Joey Pigza Swallowed the Key (Joey Pigza, #1)",Jack Gantos,3.74,12985,1998.0,eng
9510,"Among the Mad (Maisie Dobbs, #6)","Jacqueline Winspear, Orlagh Cassidy",4.1,11363,2009.0,eng
9512,شكلها باظت,عمر طاهر,3.52,8257,2003.0,ara
9513,Olivia Joules and the Overactive Imagination,Helen Fielding,3.1,10687,2003.0,en-US
9515,"Johannes Cabal the Necromancer (Johannes Cabal, #1)",Jonathan L. Howard,3.94,10603,2009.0,eng
